,transaction_id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_name,merchant_city,merchant_state,zip,mcc,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_card,client_id_card,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,Is_fraud,Details
190,7475542,1/1/2010 5:40,550,163,$1.98 ,Swipe Transaction,50783,Mecosta,MI,49332,5411,"
",550,76,70,1944,2,Male,4937 Maple Lane,47.540000915527344,-122.58000183105469,21219.0,30248.0,35766.0,763,4,163,550,Mastercard,Credit,5413639113191403,04/2022,398,True,2,4200.0,01/2008,2008,No,,
191,7475543,1/1/2010 5:41,1676,134,$66.98 ,Swipe Transaction,21189,Elk Grove Village,IL,60007,5812,"
",1676,51,65,1968,12,Male,919 Martin Luther King Lane,38.810001373291016,-94.44999694824219,24981.0,50936.0,88447.0,681,3,134,1676,Mastercard,Debit,5828285674944288,08/2024,192,True,1,17360.0,01/2007,2010,No,,
192,7475544,1/1/2010 5:43,185,5361,$2.91 ,Swipe Transaction,25705,Elizabeth,NJ,7201,5411,"
",185,47,67,1973,1,Female,276 Fifth Boulevard,40.65999984741211,-74.19000244140625,15175.0,30942.0,71066.0,779,3,5361,185,Amex,Credit,300609782832003,01/2024,663,True,1,6900.0,11/2000,2013,No,,
193,7475545,1/1/2010 5:43,810,4309,$16.16 ,Swipe Transaction,2124,Springfield,KY,40069,5812,"
",810,77,65,1942,5,Female,239 West Drive,37.68000030517578,-85.22000122070312,16521.0,22540.0,16946.0,705,6,4309,810,Visa,Credit,4906111160520305,08/2022,595,True,1,6900.0,08/2009,2010,No,,
194,7475546,1/1/2010 5:43,1540,3763,$46.01 ,Online Transaction,39021,ONLINE,,,4784,"
",1540,55,61,1964,9,Female,1513 Valley Boulevard,39.33000183105469,-84.54000091552734,21992.0,44839.0,63194.0,625,3,3763,1540,Mastercard,Debit,5883802092372517,12/2014,346,True,1,3836.0,07/2006,2009,No,No,
195,7475547,1/1/2010 5:46,1513,2965,$1.00 ,Swipe Transaction,86438,Dryden,NY,13053,5499,"
",1513,48,66,1972,2,Male,8849 West Drive,41.29999923706055,-73.12999725341797,32240.0,65736.0,206000.0,733,3,2965,1513,Mastercard,Credit,5634053342792528,07/2021,779,True,1,27200.0,05/2008,2011,No,No,
196,7475548,1/1/2010 5:46,1776,4938,$11.91 ,Swipe Transaction,73840,Nashport,OH,43830,5912,"
",1776,47,75,1972,10,Male,130 Lincoln Drive,40.040000915527344,-82.12000274658203,21156.0,43133.0,44263.0,693,3,4938,1776,Amex,Credit,357731604070533,05/2020,270,True,1,13400.0,10/1999,2012,No,,
197,7475551,1/1/2010 5:48,52,4976,$115.82 ,Swipe Transaction,26810,Plattekill,NY,12568,5541,"
",52,56,66,1963,4,Female,13 Rose Boulevard,41.560001373291016,-73.58999633789062,31288.0,63796.0,82173.0,730,3,4976,52,Visa,Debit,4435466238583873,04/2022,708,True,2,20930.0,10/2002,2008,No,No,
198,7475552,1/1/2010 5:48,246,1158,$34.46 ,Swipe Transaction,53187,Minneapolis,MN,55419,5813,"
",246,50,70,1969,9,Female,671 West Drive,44.959999084472656,-93.26000213623047,40364.0,82298.0,0.0,791,4,1158,246,Visa,Debit,4957823817777302,03/2022,413,True,1,40350.0,02/2008,2014,No,,
199,7475555,1/1/2010 5:49,737,148,$1.40 ,Swipe Transaction,88374,Medford,OR,97504,5411,"
",737,61,60,1958,3,Female,8301 Tenth Drive,42.33000183105469,-122.79000091552734,18961.0,30359.0,16552.0,758,2,148,737,Visa,Debit,4400094918183273,06/2020,700,False,1,6789.0,01/2007,2009,No,,
200,7475556,1/1/2010 5:51,1487,5978,$91.13 ,Swipe Transaction,20884,Renfrew,PA,16053,5812,"
",1487,59,69,1961,2,Female,4793 North Street,40.689998626708984,-80.01000213623047,39464.0,80464.0,76261.0,727,3,5978,1487,Visa,Debit,4911894810892317,06/2024,769,True,1,26083.0,12/2009,2009,No,No,
201,7475557,1/1/2010 5:51,1516,1002,$16.67 ,Swipe Transaction,69956,Milpitas,CA,95035,5310,"
",1516,38,67,1981,3,Male,909 Eighth Street,37.439998626708984,-121.87000274658203,33758.0,68827.0,35669.0,755,2,1002,1516,Mastercard,Debit,5503001623065365,04/2020,552,True,1,47153.0,02/2002,2006,No,,
202,7475559,1/1/2010 5:52,822,5385,$10.45 ,Online Transaction,50292,ONLINE,,,7801,"
",822,51,68,1968,4,Female,6323 Sussex Boulevard,32.61000061035156,-117.02999877929688,16942.0,34540.0,22641.0,793,5,5385,822,Mastercard,Credit,5615660494634705,11/2021,865,True,2,8000.0,11/2003,2008,No,No,
203,7475561,1/1/2010 5:53,1516,1002,$1.88 ,Swipe Transaction,19252,Milpitas,CA,95035,5411,"
",1516,38,67,1981,3,Male,909 Eighth Street,37.439998626708984,-121.87000274658203,33758.0,68827.0,35669.0,755,2,1002,1516,Mastercard,Debit,5503001623065365,04/2020,552,True,1,47153.0,02/2002,2006,No,No,
204,7475562,1/1/2010 5:55,11,243,$262.47 ,Swipe Transaction,16041,South Ozone Park,NY,11420,7802,"
",11,39,67,1980,10,Female,6339 Fourth Street,39.45000076293945,-76.80999755859375,33175.0,67643.0,0.0,714,6,243,11,Visa,Debit,4144574679317199,03/2024,543,True,2,17208.0,01/2010,2016,No,,
205,7475563,1/1/2010 5:55,190,4621,$3.40 ,Swipe Transaction,23098,Skokie,IL,60077,5812,"
",190,40,67,1979,4,Male,5468 Little Creek Drive,42.029998779296875,-87.7300033569336,21801.0,44452.0,12409.0,711,5,4621,190,Visa,Debit (Prepaid),4616391251053035,06/2011,600,True,1,41.0,09/2006,2017,No,,
206,7475564,1/1/2010 5:56,530,3344,$2.98 ,Swipe Transaction,88646,Colton,CA,92324,5812,"
",530,78,68,1941,7,Male,34533 Ninth Avenue,34.060001373291016,-117.38999938964844,14709.0,18100.0,0.0,682,6,3344,530,Mastercard,Debit,5919043204819594,02/2020,711,False,2,15061.0,06/2007,2007,No,No,
207,7475565,1/1/2010 5:56,1840,3322,$10.79 ,Swipe Transaction,27156,Beaverton,OR,97005,5812,"
",1840,46,71,1974,2,Female,576 Martin Luther King Street,45.4900016784668,-122.80000305175781,21702.0,44249.0,103229.0,706,5,3322,1840,Mastercard,Debit,5359109609282459,05/2023,933,True,2,21701.0,06/2006,2007,No,No,
208,7475566,1/1/2010 5:57,28,2568,$300.48 ,Swipe Transaction,23008,Woodbridge,VA,22191,5932,"
",28,39,65,1980,4,Female,871 12th Lane,38.630001068115234,-77.26000213623047,26618.0,54273.0,110237.0,789,4,2568,28,Mastercard,Debit,5957565102001219,03/2015,686,True,2,29717.0,04/2008,2008,No,,
209,7475567,1/1/2010 5:57,327,5512,$61.86 ,Online Transaction,39021,ONLINE,,,4784,"
",327,44,67,1975,7,Male,7485 Seventh Street,44.40999984741211,-71.97000122070312,18069.0,36843.0,52248.0,772,5,5512,327,Visa,Debit,4711207147444250,07/2023,641,True,2,11528.0,11/2007,2013,No,No,
210,7475568,1/1/2010 5:57,1826,5779,$3.29 ,Swipe Transaction,43293,Lady Lake,FL,32159,5499,"
",1826,45,61,1974,5,Female,94936 Elm Drive,28.920000076293945,-81.91999816894531,8155.0,16628.0,33926.0,654,1,5779,1826,Mastercard,Debit (Prepaid),5691905533359944,10/2024,982,True,1,49.0,12/2002,2009,No,No,
211,7475569,1/1/2010 5:59,1381,3738,$9.84 ,Swipe Transaction,11264,Mentor,OH,44060,5812,"
",1381,79,68,1940,10,Male,1699 West Lane,41.689998626708984,-81.33000183105469,24878.0,29517.0,2470.0,690,4,3738,1381,Mastercard,Debit,5382896062305963,11/2022,543,True,1,22964.0,07/2005,2011,No,No,
212,7475570,1/1/2010 6:00,1080,2562,$43.13 ,Swipe Transaction,11468,Macon,GA,31204,5970,"
",1080,56,63,1963,11,Female,4581 Eighth Boulevard,32.189998626708984,-83.16999816894531,14425.0,29413.0,46043.0,703,2,2562,1080,Mastercard,Debit,5657550046539675,06/2021,692,True,1,1470.0,04/2008,2008,No,No,
213,7475571,1/1/2010 6:00,1209,4573,$3.41 ,Swipe Transaction,89738,Yonkers,NY,10710,5411,"
",1209,45,67,1974,6,Female,95 12th Drive,40.939998626708984,-73.86000061035156,31299.0,63815.0,4832.0,699,6,4573,1209,Amex,Credit,339030327753446,02/2021,650,True,2,19400.0,09/2005,2013,No,No,
214,7475572,1/1/2010 6:01,592,4133,$12.81 ,Online Transaction,39021,ONLINE,,,4784,"
",592,68,65,1952,2,Male,69 Spruce Avenue,35.31999969482422,-82.45999908447266,13634.0,23993.0,2573.0,714,5,4133,592,Mastercard,Credit,5886410081258720,02/2020,684,True,1,5600.0,08/2004,2019,No,No,
215,7475573,1/1/2010 6:01,628,2579,$95.00 ,Swipe Transaction,59935,Narberth,PA,19072,5499,"
",628,57,66,1963,1,Male,4 George Lane,40.0,-75.26000213623047,52517.0,107075.0,75999.0,815,3,2579,628,Mastercard,Debit (Prepaid),5483397485442231,04/2017,795,True,1,76.0,04/2008,2008,No,No,
216,7475574,1/1/2010 6:01,760,5876,$2.12 ,Swipe Transaction,75781,Columbus,OH,43228,5411,"
",760,56,64,1964,2,Female,532 Sixth Drive,39.97999954223633,-82.9800033569336,18420.0,37558.0,72514.0,778,3,5876,760,Amex,Credit,360330585295390,05/2022,887,True,1,9100.0,12/2007,2008,No,,
217,7475575,1/1/2010 6:01,848,3915,$60.37 ,Swipe Transaction,83743,Harwood,MD,20776,7538,"
",848,51,69,1968,5,Male,166 River Drive,38.86000061035156,-76.5999984741211,33529.0,68362.0,96182.0,711,2,3915,848,Visa,Debit,4354185735186651,01/2020,120,True,1,19113.0,07/2009,2014,No,No,
218,7475576,1/1/2010 6:01,1248,5787,$41.95 ,Swipe Transaction,40475,Arlington Heights,IL,60005,7802,"
",1248,51,71,1968,7,Female,32299 Federal Street,42.68000030517578,-89.01000213623047,21278.0,43386.0,2192.0,698,3,5787,1248,Amex,Credit,377035380135401,07/2020,451,True,1,9600.0,12/2003,2010,No,No,
219,7475577,1/1/2010 6:01,1382,1110,$36.92 ,Swipe Transaction,63909,Dallas,TX,75253,5912,"
",1382,58,65,1961,7,Male,16 Eighth Lane,32.790000915527344,-96.76000213623047,12693.0,25883.0,44404.0,706,4,1110,1382,Mastercard,Debit (Prepaid),5517746118509993,01/2017,251,True,1,54.0,02/2007,2008,No,,
220,7475578,1/1/2010 6:02,38,2526,$14.67 ,Online Transaction,50404,ONLINE,,,4784,"
",38,45,64,1974,12,Female,582 Birch Boulevard,26.6299991607666,-81.8499984741211,19621.0,40006.0,72794.0,621,1,2526,38,Mastercard,Debit,5297260201877616,01/2024,580,True,2,3711.0,04/2007,2013,No,No,
221,7475579,1/1/2010 6:02,847,4531,$100.00 ,Swipe Transaction,27092,Billings,OK,74630,4829,"
",847,81,68,1938,4,Female,864 Main Lane,35.779998779296875,-95.23999786376953,18585.0,27864.0,1371.0,591,6,4531,847,Mastercard,Credit,5350725222706426,04/2021,29,True,2,3400.0,09/2003,2008,No,No,
222,7475580,1/1/2010 6:02,1529,4985,$3.98 ,Swipe Transaction,23492,Pompano Beach,FL,33076,5411,"
",1529,51,69,1968,4,Male,310 Birch Avenue,26.229999542236328,-80.12999725341797,37424.0,76305.0,112785.0,692,3,4985,1529,Mastercard,Debit,5214969175447515,04/2016,439,True,1,31362.0,10/2003,2010,No,No,
223,7475582,1/1/2010 6:03,511,974,$3.33 ,Swipe Transaction,20519,Phoenix,AZ,85015,5942,"
",511,66,68,1953,10,Male,153 Tenth Lane,32.209999084472656,-110.87999725341797,17460.0,35602.0,55369.0,661,5,974,511,Mastercard,Debit (Prepaid),5117090980312402,10/2020,42,True,1,73.0,02/2000,2012,No,,
224,7475584,1/1/2010 6:03,763,4993,$33.64 ,Swipe Transaction,3316,Wynnewood,PA,19096,5912,"
",763,35,61,1985,1,Male,583 Seventh Street,39.9900016784668,-75.2699966430664,50579.0,103126.0,130160.0,642,1,4993,763,Visa,Credit,4000393241453107,10/2021,408,True,2,24300.0,10/2003,2007,No,No,
225,7475585,1/1/2010 6:03,1242,5102,$78.05 ,Swipe Transaction,32175,Chicago,IL,60621,7538,"
",1242,52,69,1967,10,Female,549 Tenth Avenue,41.83000183105469,-87.68000030517578,14963.0,30509.0,56953.0,641,2,5102,1242,Visa,Credit,4243291135739492,09/2024,603,True,1,7400.0,10/2007,2019,No,,
226,7475586,1/1/2010 6:03,1696,2408,$9.68 ,Online Transaction,39021,ONLINE,,,4784,"
",1696,63,65,1956,12,Female,4461 Hill Street,28.31999969482422,-80.68000030517578,26339.0,53702.0,85160.0,606,1,2408,1696,Mastercard,Debit,5412731781518758,05/2018,599,True,2,12047.0,04/2000,2008,No,No,
227,7475588,1/1/2010 6:04,1675,4692,$64.39 ,Swipe Transaction,43293,Puyallup,WA,98373,5499,"
",1675,36,70,1983,8,Male,97 Little Creek Boulevard,47.13999938964844,-122.31999969482422,24519.0,49993.0,52978.0,767,3,4692,1675,Visa,Debit,4666278208440963,07/2016,682,True,1,20074.0,09/2008,2011,No,No,
228,7475589,1/1/2010 6:05,1786,1000,$8.73 ,Swipe Transaction,50867,Louisville,OH,44641,5541,"
",1786,48,63,1971,3,Female,7554 Sixth Street,40.83000183105469,-81.26000213623047,18936.0,38611.0,93255.0,755,5,1000,1786,Mastercard,Debit,5532586114473893,09/2024,288,True,1,8273.0,02/2002,2009,No,No,
229,7475590,1/1/2010 6:06,211,3739,$2.13 ,Swipe Transaction,22484,Lake Havasu City,AZ,86404,5411,"
",211,43,71,1976,5,Male,441 River Street,34.61000061035156,-114.30000305175781,14214.0,28983.0,36482.0,755,3,3739,211,Mastercard,Debit,5751390473198116,12/2020,287,True,2,12757.0,07/2005,2009,No,No,
230,7475591,1/1/2010 6:06,997,5046,$35.90 ,Swipe Transaction,83070,Chula Vista,CA,91913,4121,"
",997,57,67,1963,2,Female,339 Little Creek Lane,32.63999938964844,-116.9800033569336,26957.0,54963.0,105623.0,675,4,5046,997,Discover,Credit,6867180010349307,07/2023,59,True,1,11200.0,10/2006,2006,No,No,
231,7475592,1/1/2010 6:07,112,1134,$23.61 ,Online Transaction,39021,ONLINE,,,4784,"
",112,54,66,1965,12,Female,85 Lafayette Boulevard,43.97999954223633,-75.5999984741211,17220.0,35114.0,24637.0,686,5,1134,112,Amex,Credit,302014253634948,03/2022,649,True,2,8900.0,02/2008,2015,No,No,
232,7475594,1/1/2010 6:07,425,5149,$2.72 ,Swipe Transaction,88374,Carmel,CA,93923,5411,"
",425,38,67,1981,11,Male,8897 East Street,36.459999084472656,-121.81999969482422,29174.0,59482.0,130605.0,688,4,5149,425,Mastercard,Debit,5795853820688586,11/2023,426,True,1,30366.0,10/2009,2009,No,,
233,7475595,1/1/2010 6:07,759,3716,$66.00 ,Swipe Transaction,59935,Franklin,TN,37067,5499,"
",759,60,65,1959,12,Male,575 Bayview Lane,35.91999816894531,-86.83999633789062,36563.0,74550.0,37427.0,687,4,3716,759,Mastercard,Debit,5418111837859479,05/2022,529,True,2,23154.0,07/2004,2012,No,,
234,7475596,1/1/2010 6:07,996,1107,$1.54 ,Swipe Transaction,12547,Hollywood,FL,33024,5411,"
",996,63,67,1956,11,Female,2302 Catherine Lane,26.020000457763672,-80.16000366210938,19712.0,40194.0,107765.0,738,6,1107,996,Mastercard,Credit,5659042637826477,06/2023,857,True,2,4200.0,02/2007,2011,No,No,
235,7475598,1/1/2010 6:07,1741,1097,$10.02 ,Swipe Transaction,50856,Tucson,AZ,85711,5813,"
",1741,92,67,1927,10,Male,31 Hillside Lane,32.209999084472656,-110.87999725341797,17460.0,24960.0,889.0,707,9,1097,1741,Visa,Credit,4328552729246712,12/2021,102,True,1,7300.0,02/2006,2013,No,No,
236,7475599,1/1/2010 6:08,890,5799,$4.04 ,Swipe Transaction,35433,Fullerton,CA,92831,5812,"
",890,37,66,1983,1,Female,911 Ocean Boulevard,33.869998931884766,-117.88999938964844,25592.0,52181.0,26792.0,727,2,5799,890,Visa,Credit,4983572770371790,05/2022,261,False,2,16500.0,12/2003,2011,No,,
237,7475600,1/1/2010 6:08,1381,3738,$5.41 ,Swipe Transaction,11264,Mentor,OH,44060,5812,"
",1381,79,68,1940,10,Male,1699 West Lane,41.689998626708984,-81.33000183105469,24878.0,29517.0,2470.0,690,4,3738,1381,Mastercard,Debit,5382896062305963,11/2022,543,True,1,22964.0,07/2005,2011,No,No,
238,7475601,1/1/2010 6:08,1692,5371,$42.28 ,Online Transaction,39021,ONLINE,,,4784,"
",1692,81,59,1938,8,Female,97339 Lake Avenue,41.029998779296875,-73.86000061035156,74205.0,162709.0,5642.0,542,3,5371,1692,Mastercard,Debit,5383177529361615,03/2020,716,True,1,38048.0,11/2001,2007,No,No,
239,7475602,1/1/2010 6:09,152,2848,$113.09 ,Swipe Transaction,71667,Russellville,AL,35653,7538,"
",152,37,68,1982,3,Female,49 Tenth Street,33.720001220703125,-84.31999969482422,24196.0,49335.0,51520.0,773,3,2848,152,Visa,Credit,4361942024605018,03/2021,649,True,1,10300.0,05/2003,2016,No,,
240,7475603,1/1/2010 6:09,980,5052,$1.33 ,Swipe Transaction,59935,Gwynn Oak,MD,21207,5499,"
",980,84,69,1935,8,Male,463 12th Street,39.31999969482422,-76.72000122070312,20641.0,24055.0,0.0,733,7,5052,980,Mastercard,Debit,5649821845348821,04/2020,169,True,1,14185.0,10/2006,2006,No,No,
241,7475604,1/1/2010 6:09,1150,4672,$7.09 ,Swipe Transaction,19464,Hurst,TX,76054,5812,"
",1150,46,67,1973,4,Male,5692 Jefferson Boulevard,32.83000183105469,-97.16999816894531,30913.0,63030.0,93406.0,791,5,4672,1150,Mastercard,Debit,5770382684241108,06/2015,832,True,2,29486.0,09/2008,2008,No,No,
242,7475605,1/1/2010 6:09,1445,2899,$2.38 ,Swipe Transaction,53402,Claypool,IN,46510,5411,"
",1445,68,68,1951,6,Male,8199 Park Boulevard,41.119998931884766,-85.87000274658203,17969.0,27939.0,11243.0,841,5,2899,1445,Mastercard,Debit,5075248077516623,08/2022,860,True,2,11641.0,05/2006,2010,No,No,
243,7475606,1/1/2010 6:10,89,2998,$6.89 ,Swipe Transaction,44678,Mesilla Park,NM,88047,5812,"
",89,35,67,1984,6,Male,7794 Ocean Street,32.27000045776367,-106.61000061035156,14822.0,30217.0,23394.0,705,4,2998,89,Mastercard,Debit,5384107443816532,06/2021,90,True,2,10863.0,05/2009,2011,No,No,
244,7475607,1/1/2010 6:10,135,2808,$189.29 ,Online Transaction,90999,ONLINE,,,4722,"
",135,64,69,1955,6,Female,327 Lafayette Boulevard,39.720001220703125,-82.58999633789062,18680.0,38088.0,51679.0,691,2,2808,135,Mastercard,Debit,5736838327060448,11/2022,714,True,2,2236.0,05/2000,2015,No,,
245,7475608,1/1/2010 6:10,357,5481,$140.00 ,Swipe Transaction,27092,Boston,MA,2128,4829,"
",357,59,67,1960,9,Female,645 Catherine Lane,42.349998474121094,-71.05999755859375,39312.0,80156.0,61817.0,735,4,5481,357,Discover,Credit,6194011434705938,04/2022,513,True,3,19800.0,11/2007,2011,No,,
246,7475609,1/1/2010 6:10,657,4662,$144.68 ,Swipe Transaction,93195,Pahrump,NV,89048,4900,"
",657,83,68,1936,11,Female,2780 Martin Luther King Drive,44.45000076293945,-95.77999877929688,20697.0,33897.0,533.0,705,4,4662,657,Mastercard,Debit,5220530694931902,05/2024,201,True,1,24186.0,09/2008,2008,No,,
247,7475610,1/1/2010 6:10,1428,5116,$1.33 ,Swipe Transaction,14528,Lebanon,MO,65536,5499,"
",1428,35,62,1984,11,Female,800 Ninth Boulevard,37.66999816894531,-92.66000366210938,13963.0,28472.0,42750.0,508,1,5116,1428,Mastercard,Debit (Prepaid),5027529544926447,12/2022,25,True,1,47.0,10/2008,2016,No,No,
248,7475611,1/1/2010 6:10,1797,1127,$28.84 ,Online Transaction,15143,ONLINE,,,4784,"Bad Expiration
",1797,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.709999084472656,-122.16000366210938,24971.0,30962.0,15336.0,743,5,1127,1797,Visa,Debit,4777281869545650,02/2017,256,True,2,23237.0,02/2007,2009,No,No,
249,7475612,1/1/2010 6:11,1640,4967,($84.00),Swipe Transaction,61195,Adrian,MI,49221,5541,"
",1640,67,71,1952,10,Female,311 Washington Lane,41.88999938964844,-84.04000091552734,17144.0,34954.0,5942.0,729,3,4967,1640,Mastercard,Debit,5592976284572731,06/2023,696,True,1,14231.0,10/2002,2010,No,No,
250,7475614,1/1/2010 6:13,89,2998,$121.66 ,Swipe Transaction,5495,Mesilla Park,NM,88047,5932,"
",89,35,67,1984,6,Male,7794 Ocean Street,32.27000045776367,-106.61000061035156,14822.0,30217.0,23394.0,705,4,2998,89,Mastercard,Debit,5384107443816532,06/2021,90,True,2,10863.0,05/2009,2011,No,,
251,7475615,1/1/2010 6:13,425,5149,$1.69 ,Swipe Transaction,14528,Marina,CA,93933,5499,"
",425,38,67,1981,11,Male,8897 East Street,36.459999084472656,-121.81999969482422,29174.0,59482.0,130605.0,688,4,5149,425,Mastercard,Debit,5795853820688586,11/2023,426,True,1,30366.0,10/2009,2009,No,,
252,7475616,1/1/2010 6:13,679,5972,$2.99 ,Swipe Transaction,75703,Jackson Center,PA,16133,5812,"
",679,57,69,1962,11,Male,1690 Main Avenue,41.27000045776367,-80.12999725341797,16809.0,34272.0,39514.0,765,4,5972,679,Mastercard,Debit,5636168034745251,04/2021,14,True,2,14713.0,12/2009,2011,No,No,
253,7475617,1/1/2010 6:13,1054,3860,$74.60 ,Swipe Transaction,60569,Banks,OR,97106,5300,"
",1054,50,69,1970,2,Male,9190 Sussex Lane,45.470001220703125,-122.37000274658203,22599.0,46077.0,135862.0,639,3,3860,1054,Mastercard,Debit,5349556696203116,05/2024,875,True,1,2303.0,07/2008,2011,No,No,
254,7475619,1/1/2010 6:14,634,3375,$10.70 ,Swipe Transaction,569,Independence,OH,44131,5300,"
",634,49,74,1970,8,Female,5063 Seventh Avenue,41.380001068115234,-81.63999938964844,24071.0,49079.0,6494.0,683,4,3375,634,Amex,Credit,355152345366905,01/2022,511,True,1,11100.0,06/2008,2016,No,,
255,7475620,1/1/2010 6:14,827,2836,$6.66 ,Swipe Transaction,75781,Utica,NY,13501,5411,"
",827,61,71,1958,4,Female,9189 Valley Street,43.099998474121094,-75.2300033569336,15194.0,30984.0,39222.0,616,4,2836,827,Visa,Credit,4995884742655533,08/2024,532,True,1,6800.0,05/2002,2012,No,,
256,7475621,1/1/2010 6:14,1516,1002,$23.83 ,Swipe Transaction,52436,Milpitas,CA,95035,5310,"
",1516,38,67,1981,3,Male,909 Eighth Street,37.439998626708984,-121.87000274658203,33758.0,68827.0,35669.0,755,2,1002,1516,Mastercard,Debit,5503001623065365,04/2020,552,True,1,47153.0,02/2002,2006,No,,
257,7475622,1/1/2010 6:15,497,2829,$4.87 ,Swipe Transaction,69972,Sioux Falls,SD,57110,5814,"
",497,63,65,1956,11,Male,8414 Tenth Drive,43.540000915527344,-96.7300033569336,25692.0,52380.0,8764.0,850,6,2829,497,Mastercard,Debit,5019087087012500,03/2020,735,True,1,16681.0,05/2002,2011,No,No,
258,7475623,1/1/2010 6:16,135,2808,($148.00),Online Transaction,90999,ONLINE,,,4722,"
",135,64,69,1955,6,Female,327 Lafayette Boulevard,39.720001220703125,-82.58999633789062,18680.0,38088.0,51679.0,691,2,2808,135,Mastercard,Debit,5736838327060448,11/2022,714,True,2,2236.0,05/2000,2015,No,No,
259,7475624,1/1/2010 6:16,759,3716,($66.00),Swipe Transaction,59935,Franklin,TN,37067,5499,"
",759,60,65,1959,12,Male,575 Bayview Lane,35.91999816894531,-86.83999633789062,36563.0,74550.0,37427.0,687,4,3716,759,Mastercard,Debit,5418111837859479,05/2022,529,True,2,23154.0,07/2004,2012,No,No,
260,7475625,1/1/2010 6:16,1315,5434,$11.70 ,Swipe Transaction,75781,Mulkeytown,IL,62865,5411,"
",1315,57,70,1962,8,Female,759 Madison Drive,38.61000061035156,-88.77999877929688,15976.0,32576.0,0.0,753,4,5434,1315,Mastercard,Credit,5237779163714217,01/2021,520,True,1,10600.0,11/2005,2009,No,,
261,7475627,1/1/2010 6:16,1678,4680,$6.58 ,Swipe Transaction,17493,Wethersfield,CT,6109,5812,"
",1678,36,65,1983,3,Male,296 Pine Boulevard,41.70000076293945,-72.66999816894531,28557.0,58225.0,101148.0,685,3,4680,1678,Mastercard,Debit,5127936739014860,01/2023,896,True,1,30424.0,09/2008,2011,No,No,
262,7475628,1/1/2010 6:16,1703,2969,$7.35 ,Swipe Transaction,68671,Grand Junction,CO,81506,5541,"
",1703,47,65,1972,8,Female,1532 Birch Drive,39.08000183105469,-108.55000305175781,24115.0,49169.0,65994.0,747,2,2969,1703,Mastercard,Credit,5745606898714105,06/2022,753,True,2,10600.0,05/2008,2019,No,No,
263,7475630,1/1/2010 6:16,1849,5904,$2.67 ,Swipe Transaction,86058,Tacoma,WA,98445,5411,"
",1849,39,66,1980,11,Female,364 12th Drive,47.130001068115234,-122.4000015258789,20345.0,41483.0,64098.0,721,2,5904,1849,Mastercard,Debit,5576035087378479,05/2023,481,True,2,14027.0,12/2007,2014,No,,
264,7475632,1/1/2010 6:17,1675,4692,($86.00),Swipe Transaction,43293,Puyallup,WA,98373,5499,"
",1675,36,70,1983,8,Male,97 Little Creek Boulevard,47.13999938964844,-122.31999969482422,24519.0,49993.0,52978.0,767,3,4692,1675,Visa,Debit,4666278208440963,07/2016,682,True,1,20074.0,09/2008,2011,No,No,
265,7475633,1/1/2010 6:17,1851,5528,$120.00 ,Swipe Transaction,27092,Youngsville,NC,27596,4829,"
",1851,48,72,1972,1,Male,73 Essex Lane,35.83000183105469,-78.83000183105469,37121.0,75682.0,37163.0,727,5,5528,1851,Mastercard,Debit,5841318855882805,09/2018,598,False,2,29601.0,11/2008,2011,No,No,
266,7475634,1/1/2010 6:18,571,5960,$1.77 ,Swipe Transaction,49903,Martinsburg,WV,25401,5411,"
",571,42,68,1977,11,Male,8580 Valley Stream Avenue,39.459999084472656,-77.95999908447266,18003.0,36711.0,84949.0,739,4,5960,571,Mastercard,Debit,5060522440059037,02/2017,556,True,1,12247.0,12/2009,2009,No,No,
267,7475635,1/1/2010 6:18,759,3716,$2.98 ,Swipe Transaction,59935,Franklin,TN,37067,5499,"
",759,60,65,1959,12,Male,575 Bayview Lane,35.91999816894531,-86.83999633789062,36563.0,74550.0,37427.0,687,4,3716,759,Mastercard,Debit,5418111837859479,05/2022,529,True,2,23154.0,07/2004,2012,No,No,
268,7475636,1/1/2010 6:18,1052,3651,$18.26 ,Online Transaction,15143,ONLINE,,,4784,"
",1052,61,61,1958,12,Male,363 Third Drive,37.9900016784668,-122.2699966430664,25849.0,28210.0,22961.0,655,2,3651,1052,Mastercard,Debit,5750094419099846,09/2024,433,True,2,12346.0,07/1998,2006,No,,
269,7475637,1/1/2010 6:18,1799,5909,$4.90 ,Swipe Transaction,27907,Woodinville,WA,98077,5812,"
",1799,32,55,1987,4,Male,3249 12th Drive,47.75,-122.04000091552734,51751.0,105515.0,192458.0,646,4,5909,1799,Visa,Debit,4461391532392446,02/2020,981,True,2,47372.0,12/2007,2008,No,No,
270,7475638,1/1/2010 6:19,122,2034,$35.51 ,Swipe Transaction,13646,Orlando,FL,32810,7538,"
",122,65,66,1954,3,Female,6303 South Boulevard,29.690000534057617,-91.30000305175781,19237.0,39221.0,45409.0,786,4,2034,122,Mastercard,Debit,5654495599077092,10/2021,407,True,3,15774.0,03/2002,2007,No,No,
